Author	n (strains)	publication title	journal	publication URL	strains
Vazquez et al BV	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PRY/WOR12903A817_202103401_202103401_2-4740115/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	PRY/WOR12903A817_202103401_202103401_2-4740115/2021
Oliveira et al G	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/PR-HF114/2021, complete genome	unknown	unknown	BRA/PR-HF114/2021
Oliveira et al H	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/PR-HF116/2021, complete genome	unknown	unknown	BRA/PR-HF116/2021
Guarischi et al BB	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/RJ-NXBS37GENOV827549381014/2021, complete genome	unknown	unknown	BRA/RJ-NXBS37GENOV827549381014/2021
Guarischi et al BC	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/RJ-NXBS1883GENOV700913308216/2021 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	BRA/RJ-NXBS1883GENOV700913308216/2021
Guarischi et al BD	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/RJ-NXBS1860GENOV890121033175/2021, complete genome	unknown	unknown	BRA/RJ-NXBS1860GENOV890121033175/2021
Guarischi et al BE	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/RJ-NVBS3543GENOV827851996555/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	BRA/RJ-NVBS3543GENOV827851996555/2021
Olortegui et al B	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PER/AFI00513/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	PER/AFI00513/2021
Vazquez et al BW	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PRY/202102939_62242/2021 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	PRY/202102939_62242/2021
Vazquez et al BX	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PRY/WOR12903A845_202103398_202103398_2-4740143/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	PRY/WOR12903A845_202103398_202103398_2-4740143/2021
Vazquez et al BY	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PRY/WOR12903A830_202103381_202103381_2-4740128/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), and ORF7a protein (ORF7a) genes, complete cds; ORF7b gene, complete sequence; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	PRY/WOR12903A830_202103381_202103381_2-4740128/2021
Pylro et al H	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/1061/2021, complete genome	unknown	unknown	BRA/1061/2021
Guarischi et al BF	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/PR-NVBS3779GENOV827792161616/2021, complete genome	unknown	unknown	BRA/PR-NVBS3779GENOV827792161616/2021
Vazquez et al BZ	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PRY/WOR12903A663_202103306_2-4710624/2021 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; and ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	PRY/WOR12903A663_202103306_2-4710624/2021
Ren et al CC	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NZL/21MV0159/2021, complete genome	unknown	unknown	NZL/21MV0159/2021
Guarischi et al BG	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/GO-NVBS1176GENOV700800032965/2021, complete genome	unknown	unknown	BRA/GO-NVBS1176GENOV700800032965/2021
Guarischi et al BH	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/PR-NVBS4595GENOV827931904159/2021, complete genome	unknown	unknown	BRA/PR-NVBS4595GENOV827931904159/2021
Leyton-Carcaman et al AL	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHL/AR-UFRO-0007/2021, complete genome	unknown	unknown	CHL/AR-UFRO-0007/2021
Leyton-Carcaman et al AM	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHL/AR-UFRO-0008/2021, complete genome	unknown	unknown	CHL/AR-UFRO-0008/2021
Guarischi et al BI	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/SP-NXBS1791GENOV827692373553/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	BRA/SP-NXBS1791GENOV827692373553/2021
Vazquez et al CA	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PRY/WOR12903A626_202103304_2-4710537/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	PRY/WOR12903A626_202103304_2-4710537/2021
Vazquez et al CB	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PRY/WOR12903A854_202103438_202103438_2-4740202/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	PRY/WOR12903A854_202103438_202103438_2-4740202/2021
Vazquez et al CC	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PRY/WOR12903A675_202103352_2-4710636/2021 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; and ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	PRY/WOR12903A675_202103352_2-4710636/2021
Vazquez et al CD	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PRY/WOR12903A808_202103439_202103439_2-4740106/2021, complete genome	unknown	unknown	PRY/WOR12903A808_202103439_202103439_2-4740106/2021
Vazquez et al CE	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PRY/WOR12903A857_202103447_202103447_2-4754115/2021, complete genome	unknown	unknown	PRY/WOR12903A857_202103447_202103447_2-4754115/2021
Vazquez et al CF	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PRY/202102889_54964/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), and ORF7a protein (ORF7a) genes, complete cds; ORF7b and ORF8 genes, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	PRY/202102889_54964/2021
Vazquez et al CG	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PRY/202102949_91566/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	PRY/202102949_91566/2021
Vazquez et al CH	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PRY/202102957_92045/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	PRY/202102957_92045/2021
Vazquez et al CI	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PRY/WOR12903A835_202103362_202103362_2-4740133/2021 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), and nucleocapsid phosphoprotein (N) genes, complete cds; and ORF10 protein (ORF10) gene, partial cds	unknown	unknown	PRY/WOR12903A835_202103362_202103362_2-4740133/2021
Guarischi et al BJ	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/RJ-NVBS667GENOV827523243390/2021, complete genome	unknown	unknown	BRA/RJ-NVBS667GENOV827523243390/2021
Guarischi et al BK	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/SP-NXBS1506GENOV821437025714/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	BRA/SP-NXBS1506GENOV821437025714/2021
Sheth et al AL	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AR-CDC-2-4332173/2021, complete genome	unknown	unknown	USA/AR-CDC-2-4332173/2021
Howard et al EP	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/DE-CDC-LC0090853/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), and ORF8 protein (ORF8) genes, complete cds; and nucleocapsid phosphoprotein (N) gene, partial cds	unknown	unknown	USA/DE-CDC-LC0090853/2021
Howard et al EQ	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/GA-CDC-STM-000072389/2021, complete genome	unknown	unknown	USA/GA-CDC-STM-000072389/2021
Howard et al ER	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NC-CDC-LC0084689/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), and nucleocapsid phosphoprotein (N) genes, complete cds	unknown	unknown	USA/NC-CDC-LC0084689/2021
Guarischi et al BL	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/RJ-NXBS688GENOV827559451783/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	BRA/RJ-NXBS688GENOV827559451783/2021
Guarischi et al BM	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/PR-NVBS876GENOV827656207849/2021, complete genome	unknown	unknown	BRA/PR-NVBS876GENOV827656207849/2021
Guarischi et al BN	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/BA-NVBS2572GENOV827793043034/2021, complete genome	unknown	unknown	BRA/BA-NVBS2572GENOV827793043034/2021
Guarischi et al BO	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/DF-NVBS3866GENOV70977309277/2021, complete genome	unknown	unknown	BRA/DF-NVBS3866GENOV70977309277/2021
Guarischi et al BP	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/PR-NVBS3801GENOV827803755308/2021, complete genome	unknown	unknown	BRA/PR-NVBS3801GENOV827803755308/2021
Vazquez et al CJ	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PRY/WOR12903A638_202103305_2-4710549/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	PRY/WOR12903A638_202103305_2-4710549/2021
Vazquez et al CK	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PRY/202102962_92075/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	PRY/202102962_92075/2021
Oliveira et al I	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/PR-HF355/2021, complete genome	unknown	unknown	BRA/PR-HF355/2021
Oliveira et al J	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/PR-HF332/2021, complete genome	unknown	unknown	BRA/PR-HF332/2021
Guarischi et al BQ	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/DF-NVBS4212GENOV827929187274/2021, complete genome	unknown	unknown	BRA/DF-NVBS4212GENOV827929187274/2021
Guarischi et al BR	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/SP-NVBS4632GENOV827963948909/2021, complete genome	unknown	unknown	BRA/SP-NVBS4632GENOV827963948909/2021
Guarischi et al BS	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/DF-NXBS163GENOV70972638105/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), and membrane glycoprotein (M) genes, complete cds; ORF6 gene, complete sequence; and ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	BRA/DF-NXBS163GENOV70972638105/2021
Guarischi et al BT	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/GO-NVBS661GENOV700906817183/2021, complete genome	unknown	unknown	BRA/GO-NVBS661GENOV700906817183/2021
Audet et al B	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CAN/NML_Gamma_P2/2021, complete genome	unknown	unknown	CAN/NML_Gamma_P2/2021
Olortegui et al C	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PER/AFI00052/2021 ORF1ab polyprotein (ORF1ab) gene, complete cds; ORF1a polyprotein (ORF1ab) gene, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	PER/AFI00052/2021
Zhao et al K	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ARG/210613-39/2021, complete genome	unknown	unknown	ARG/210613-39/2021
Zhao et al L	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ARG/210711-54/2021, complete genome	unknown	unknown	ARG/210711-54/2021
Leyton-Carcaman et al AN	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHL/AR-UFRO-0014/2021 ORF1ab polyprotein (ORF1ab) gene, complete cds; ORF1a polyprotein (ORF1ab) gene, partial cds; surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), and ORF7a protein (ORF7a) genes, complete cds; ORF7b (ORF7b) and ORF8 protein (ORF8) genes, partial cds; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	CHL/AR-UFRO-0014/2021
Leyton-Carcaman et al AO	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHL/AR-UFRO-0001/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	CHL/AR-UFRO-0001/2021
Leyton-Carcaman et al AP	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHL/AR-UFRO-0015/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	CHL/AR-UFRO-0015/2021
Leyton-Carcaman et al AQ	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHL/AR-UFRO-0017/2021, complete genome	unknown	unknown	CHL/AR-UFRO-0017/2021
Guarischi et al BU	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/SC-NXBS4782GENOV045615950265/2021, complete genome	unknown	unknown	BRA/SC-NXBS4782GENOV045615950265/2021
Guarischi et al BV	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/SP-NVBS3029GENOV827809289913/2021, complete genome	unknown	unknown	BRA/SP-NVBS3029GENOV827809289913/2021
